Sat Sep 24 14:33:42 2022    output.dat

         4694406647 function calls (4553755579 primitive calls) in 5127.018 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1628537    2.777    0.000    2.777    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:408(__init__)
  1628537    3.782    0.000   24.624    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:438(enter_context)
  1628537    2.890    0.000    6.307    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:465(_push_cm_exit)
  1628537    1.453    0.000    2.158    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:470(_push_exit_callback)
  1628537    0.420    0.000    0.420    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:486(__enter__)
  1628537    8.254    0.000   19.769    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:489(__exit__)
  1628536    3.843    0.000  131.209    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:5986(mat_mul)
  1628534   22.459    0.000  422.163    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/layers/core/dense.py:166(call)
  1628534    1.458    0.000    1.458    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:512(training)
  1628534    0.695    0.000    0.695    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:871(compute_mask)
  1628534    4.103    0.000    6.110    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2162(_clear_losses)
  1628534    8.936    0.000   23.926    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2573(_set_mask_metadata)
  1628534    1.391    0.000    9.551    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2621(<listcomp>)
  1628534    0.733    0.000    0.733    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2631(_call_arg_was_passed)
  1628534    8.729    0.000   85.000    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/nn_ops.py:3479(bias_add)
  1628534    8.441    0.000   48.670    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:4142(sigmoid)
  1628534    2.953    0.000   66.921    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_nn_ops.py:646(bias_add)
  1628534   20.987    0.000  195.220    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:3488(matmul)
  1628534    2.841    0.000   27.213    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:9441(sigmoid)
  1628533    3.276    0.000  167.834    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2483(_cast_single_input)
  1628531    9.649    0.000 1197.115    0.001 /home/marie/backgammon/code/network.py:21(call)
  1628530   37.556    0.000 3429.741    0.002 /home/marie/backgammon/code/agent.py:158(score)
  1628530    1.896    0.000    2.438    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:556(<listcomp>)
  1628530    6.826    0.000   20.877    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:553(_shape_as_list)
  1628530    2.371    0.000   23.249    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:558(_shape_tuple)
  1628530    3.759    0.000   22.839    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:1063(__float__)
  1454846    0.249    0.000    0.249    0.000 {method 'startswith' of 'str' objects}
   830780    1.833    0.000   13.020    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:6730(neg)
448436/64552    0.375    0.000    1.243    0.000 {built-in method builtins.hash}
252568/120541    0.341    0.000    0.929    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/type_spec.py:501(__make_cmp_key)
   211260    0.039    0.000    0.039    0.000 {method 'keys' of 'dict' objects}
   163857    0.033    0.000    0.033    0.000 {method 'add' of 'set' objects}
