Sat Sep 24 22:17:23 2022    output.dat

         4672220703 function calls (4533127694 primitive calls) in 3844.272 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  9794110    4.505    0.000    5.350    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:199(__init__)
  6583175    4.493    0.000    4.493    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNested}
  1651180    4.376    0.000   13.238    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2611(_get_input_masks)
8127093/8120527    4.081    0.000    8.938    0.000 {built-in method builtins.next}
  4906735    3.977    0.000   89.372    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_conversion_registry.py:46(_default_conversion_function)
  3253885    3.939    0.000   72.500    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:1759(_mul_dispatch)
4954224/4954115    3.815    0.000   18.976    0.000 {built-in method builtins.any}
  1651397    3.783    0.000    5.390    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/util/tf_decorator.py:229(__init__)
  1634962    3.761    0.000 1120.723    0.001 /home/marie/backgammon/code/env/backgammon.py:276(simulate_step)
3287818/3287814    3.743    0.000  211.494    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/util/nest.py:916(<listcomp>)
  9788685    3.542    0.000    3.542    0.000 {method 'pop' of 'list' objects}
  1651180    3.498    0.000   23.427    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/utils/traceback_utils.py:74(inject_argument_info_in_traceback)
  2479347    3.323    0.000   28.607    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:444(add_v2)
  2393127    3.212    0.000   26.564    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:11071(sub)
  3253889    3.113    0.000   48.663    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:480(multiply)
  1651180    3.113    0.000   13.210    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:3380(_in_functional_construction_mode)
  6556288    3.100    0.000    9.969    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/dtypes.py:188(__ne__)
26466724/26448031    2.984    0.000    2.990    0.000 {built-in method builtins.len}
  1634970    2.963    0.000   58.299    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:1981(cast)
  1634967    2.932    0.000   95.566    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:5986(mat_mul)
 18321981    2.791    0.000    2.791    0.000 {method 'items' of 'dict' objects}
  6546540    2.685    0.000    3.574    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:839(rank)
  1651180    2.673    0.000   17.901    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:438(enter_context)
  1651180    2.669    0.000    4.032    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:478(enter)
  1618749    2.645    0.000   14.908    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:1063(__float__)
  1634964    2.614    0.000  120.934    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2483(_cast_single_input)
  1651180    2.592    0.000    3.722    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2332(_set_training_mode)
 26172656    2.583    0.000    2.583    0.000 /home/marie/anaconda3/lib/python3.9/copy.py:182(_deepcopy_atomic)
  1634965    2.538    0.000    3.429    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2162(_clear_losses)
  6575642    2.435    0.000    6.078    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/util/nest.py:912(<genexpr>)
 14667255    2.405    0.000    2.405    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:178(__exit__)
8120649/8113488    2.384    0.000    8.200    0.000 /home/marie/anaconda3/lib/python3.9/abc.py:121(__subclasscheck__)
  3288618    2.377    0.000    2.377    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/training/tracking/data_structures.py:436(__getitem__)
  1634965    2.351    0.000   49.637    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_nn_ops.py:646(bias_add)
  2393127    2.342    0.000   28.906    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:544(subtract)
  1651180    2.291    0.000   86.764    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:3389(_convert_numpy_or_python_types)
  3288660    2.216    0.000   12.090    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/util/nest.py:691(pack_sequence_as)
 14667255    2.210    0.000    2.210    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:172(__init__)
  1634965    2.200    0.000   20.066    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:9441(sigmoid)
  1651180    2.114    0.000    4.539    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:465(_push_cm_exit)
 13086248    2.080    0.000    2.080    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/numpy/core/multiarray.py:148(concatenate)
  3302360    2.078    0.000    2.420    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:951(<genexpr>)
 13086248    2.025    0.000    2.025    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:4758(_append_dispatcher)
  3302362    1.990    0.000    2.274    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:3384(<genexpr>)
1651180/1634965    1.988    0.000  320.411    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/utils/traceback_utils.py:88(error_handler)
  1651180    1.964    0.000    1.964    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:561(__exit__)
 13086248    1.922    0.000    1.922    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1714(_ravel_dispatcher)
  1634974    1.854    0.000    1.854    0.000 {method 'reshape' of 'numpy.ndarray' objects}
  1652826    1.829    0.000   74.128    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:1498(convert_to_tensor_v2)
 14667255    1.815    0.000    1.815    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:175(__enter__)
  9787544    1.761    0.000    1.761    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:265(value)
  1651180    1.710    0.000    1.710    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:408(__init__)
  1634962    1.690    0.000   17.865    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:558(_shape_tuple)
  1651180    1.673    0.000    1.673    0.000 {built-in method sys.exc_info}
  1651180    1.625    0.000    1.625    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:3089(_split_out_first_arg)
  1639920    1.622    0.000    1.622    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:525(dtype)
  1651180    1.607    0.000    2.428    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/mixed_precision/autocast_variable.py:543(__enter__)
  1648156    1.604    0.000    6.430    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:846(dims)
  1651180    1.583    0.000    1.583    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/mixed_precision/autocast_variable.py:538(__init__)
  1651229    1.536    0.000    3.215    0.000 /home/marie/anaconda3/lib/python3.9/inspect.py:1548(currentframe)
  1634962    1.488    0.000    1.936    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:556(<listcomp>)
  1648156    1.429    0.000    4.826    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:858(<listcomp>)
  1651180    1.379    0.000    1.379    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:545(__enter__)
  1651180    1.362    0.000    1.362    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:540(__init__)
   844386    1.308    0.000    9.654    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:6730(neg)
  1619569    1.307    0.000   12.275    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:1123(_numpy)
  1651180    1.291    0.000    1.291    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/mixed_precision/autocast_variable.py:547(__exit__)
  3269930    1.281    0.000    5.980    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2584(<genexpr>)
  1652826    1.273    0.000   75.401    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:1430(convert_to_tensor_v2_with_dispatch)
  1651178    1.130    0.000    1.130    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:512(training)
  1651180    1.106    0.000    1.599    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:470(_push_exit_callback)
  1635154    1.097    0.000    1.097    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:1337(as_list)
  1651182    0.960    0.000    1.949    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer_utils.py:434(call_context)
  1634965    0.944    0.000    6.409    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2621(<listcomp>)
    17032    0.934    0.000   21.372    0.001 /home/marie/backgammon/code/agent.py:38(find_actions)
  1651231    0.907    0.000    0.907    0.000 {built-in method sys._getframe}
  6576175    0.852    0.000    0.852    0.000 {method 'pop' of 'dict' objects}
  3269928    0.841    0.000    0.841    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:545(shape)
  1651180    0.826    0.000    0.826    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:398(_create_exit_wrapper)
  1635059    0.734    0.000    1.641    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:860(ndims)
       10    0.718    0.072 3844.069  384.407 /home/marie/backgammon/code/agent.py:392(learn)
  6859661    0.706    0.000    0.706    0.000 {method 'copy' of 'list' objects}
