Mon Sep 19 14:58:17 2022    output.dat

         996575697 function calls (966966672 primitive calls) in 578.243 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   367858    0.125    0.000    0.125    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:398(_create_exit_wrapper)
   367858    0.247    0.000    0.247    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:408(__init__)
   367858    0.413    0.000    2.729    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:438(enter_context)
   367858    0.334    0.000    0.693    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:465(_push_cm_exit)
   367858    0.170    0.000    0.234    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:470(_push_exit_callback)
   367858    0.044    0.000    0.044    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:486(__enter__)
   367858    0.872    0.000    2.168    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:489(__exit__)
   359197    0.154    0.000    0.154    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:1337(as_list)
   359194    0.428    0.000   13.615    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:5986(mat_mul)
   354839    0.102    0.000    0.243    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:860(ndims)
   354837    2.424    0.000   46.631    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/layers/core/dense.py:166(call)
   354837    0.077    0.000    0.077    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:871(compute_mask)
   354837    0.359    0.000    0.702    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2162(_clear_losses)
   354837    0.879    0.000    2.587    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2573(_set_mask_metadata)
   354837    0.149    0.000    0.959    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2621(<listcomp>)
   354837    0.088    0.000    0.088    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2631(_call_arg_was_passed)
   354837    1.002    0.000    9.821    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/nn_ops.py:3479(bias_add)
   354837    2.424    0.000   20.770    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:3488(matmul)
   354837    0.889    0.000    5.629    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:4142(sigmoid)
   354837    0.376    0.000    7.539    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_nn_ops.py:646(bias_add)
   354837    0.335    0.000    3.149    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:9441(sigmoid)
   354837    0.862    0.000  122.533    0.000 /home/marie/backgammon/code/network.py:21(call)
   354836    0.372    0.000   17.237    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2483(_cast_single_input)
   354836    0.237    0.000    0.303    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:556(<listcomp>)
   354836    0.702    0.000    2.333    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:553(_shape_as_list)
   354836    0.251    0.000    2.584    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:558(_shape_tuple)
   354836    2.365    0.000   14.351    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/math_ops.py:936(cast)
   354836    0.416    0.000    8.002    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:1981(cast)
   354836    0.281    0.000    0.281    0.000 {method 'reshape' of 'numpy.ndarray' objects}
   350479    1.561    0.000   19.311    0.000 /home/marie/backgammon/code/env/backgammon.py:143(_flatten_obs)
   346172    0.060    0.000    0.084    0.000 /home/marie/backgammon/code/agent.py:134(<genexpr>)
   346172   16.179    0.000  152.955    0.000 /home/marie/backgammon/code/env/backgammon.py:171(take_step)
   346172    0.189    0.000    1.596    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:1123(_numpy)
   346172    1.408    0.000    1.408    0.000 {method '_numpy_internal' of 'tensorflow.python.framework.ops.EagerTensor' objects}
   341815    0.523    0.000  165.231    0.000 /home/marie/backgammon/code/env/backgammon.py:276(simulate_step)
   341815    3.994    0.000  373.736    0.001 /home/marie/backgammon/code/agent.py:159(score)
   341815    0.358    0.000    1.926    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:1063(__float__)
   189427    0.221    0.000    1.579    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/gen_math_ops.py:6730(neg)
    74075    0.015    0.000    0.015    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/ops/resource_variable_ops.py:572(handle)
    57115    0.031    0.000    0.032    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:5792(get_default)
    57115    0.035    0.000    0.067    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/ops.py:6263(get_default_graph)
    44159    0.027    0.000    0.089    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:261(helper)
44159/30850    0.030    0.000    0.069    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:123(__exit__)
44159/30849    0.024    0.000    0.136    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:114(__enter__)
    44159    0.053    0.000    0.062    0.000 /home/marie/anaconda3/lib/python3.9/contextlib.py:86(__init__)
    39315    0.135    0.000    0.249    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2949(_flatten_modules)
    39215    0.036    0.000    0.288    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/keras/engine/base_layer.py:2943(_flatten_layers)
    39213    0.005    0.000    0.005    0.000 {method 'popleft' of 'collections.deque' objects}
    34858    0.005    0.000    0.005    0.000 /home/marie/anaconda3/lib/python3.9/site-packages/tensorflow/python/framework/tensor_shape.py:1326(<genexpr>)
    31592    0.035    0.000    0.035    0.000 {built-in method numpy.core._multiarray_umath.dragon4_positional}
    30828    0.005    0.000    0.005    0.000 {method 'add' of 'set' objects}
